YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1/1/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.061,1,0.061,1,0.3,51,0.17,0
1/1/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.061,1,0.061,1,0.3,51,0.17,0
1/1/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.061,1,0.061,1,0.301,51,0.17,0
1/1/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,3,0.061,1,0.061,1,0.301,51,0.17,0
1/1/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.061,1,0.061,1,0.302,51,0.17,0
1/1/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.061,1,0.061,1,0.303,51,0.17,0
1/1/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.061,1,0.061,1,0.303,51,0.17,0
1/1/2010,8:00,88.7,118.6,9,389,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,3,10,70,16,1,10,-9900,99,-9900,99,-9900,99,1.7,51,0.061,1,0.038,1,0.304,51,0.17,0
1/1/2010,9:00,82.2,124.2,193,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,35,24,0,27,35,24,98,10,535,16,25,10,-9900,99,-9900,99,-9900,99,1.6,51,0.061,1,0.038,1,0.304,51,0.17,0
1/1/2010,10:00,72.5,134.3,424,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,88,24,0,27,88,24,272,10,776,16,39,10,-9900,99,-9900,99,-9900,99,1.4,3,0.061,1,0.038,1,0.305,51,0.17,0
1/1/2010,11:00,64.6,146.4,607,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,132,24,0,27,132,24,427,10,878,16,50,10,-9900,99,-9900,99,-9900,99,1.2,51,0.061,1,0.038,1,0.306,51,0.17,0
1/1/2010,12:00,59,160.7,729,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,438,24,614,27,121,24,536,10,928,16,58,10,-9900,99,-9900,99,-9900,99,1.1,51,0.061,1,0.038,1,0.306,51,0.17,0
1/1/2010,13:00,56.5,176.7,780,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,585,24,950,27,61,24,585,10,950,16,61,10,-9900,99,-9900,99,-9900,99,0.9,3,0.061,1,0.038,1,0.307,51,0.17,0
1/1/2010,14:00,57.6,193.1,758,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,568,24,948,27,60,24,568,10,948,16,60,10,-9900,99,-9900,99,-9900,99,0.8,51,0.061,1,0.038,1,0.307,51,0.17,0
1/1/2010,15:00,62,208.2,664,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,486,24,921,27,54,24,486,10,921,16,54,10,-9900,99,-9900,99,-9900,99,0.6,51,0.061,1,0.038,1,0.308,51,0.17,0
1/1/2010,16:00,69.1,221.2,504,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,348,24,854,27,44,24,348,10,854,16,44,10,-9900,99,-9900,99,-9900,99,0.5,3,0.061,1,0.038,1,0.309,51,0.17,0
1/1/2010,17:00,78.2,232,289,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,172,24,689,27,31,24,172,10,689,16,31,10,-9900,99,-9900,99,-9900,99,0.5,51,0.061,1,0.038,1,0.309,51,0.17,0
1/1/2010,18:00,86.7,239.8,56,955,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,23,24,235,27,9,24,23,10,235,16,9,10,-9900,99,-9900,99,-9900,99,0.5,51,0.061,1,0.038,1,0.31,51,0.17,0
1/1/2010,19:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.061,1,0.038,1,0.31,51,0.17,0
1/1/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.061,1,0.038,1,0.311,51,0.17,0
1/1/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.061,1,0.038,1,0.312,51,0.17,0
1/1/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.061,1,0.038,1,0.312,51,0.17,0
1/1/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.061,1,0.038,1,0.313,51,0.17,0
1/1/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.061,1,0.038,1,0.313,51,0.17,0
1/2/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.06,1,0.038,1,0.314,2,0.17,0
1/2/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.038,1,0.315,51,0.17,0
1/2/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.038,1,0.316,51,0.17,0
1/2/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.06,1,0.038,1,0.318,51,0.17,0
1/2/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.038,1,0.319,51,0.17,0
1/2/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.038,1,0.32,51,0.17,0
1/2/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.06,1,0.038,1,0.321,51,0.17,0
1/2/2010,8:00,88.7,118.4,9,389,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,33,27,1,24,2,10,33,16,1,10,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.071,1,0.322,51,0.17,0
1/2/2010,9:00,82.2,124.1,192,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,92,24,442,27,32,24,92,10,442,16,32,10,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.071,1,0.324,51,0.17,0
1/2/2010,10:00,72.5,134.2,424,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,268,24,721,27,52,24,268,10,721,16,52,10,-9900,99,-9900,99,-9900,99,0.6,3,0.06,1,0.071,1,0.325,51,0.17,0
1/2/2010,11:00,64.5,146.2,608,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,427,24,839,27,67,24,427,10,839,16,67,10,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.071,1,0.326,51,0.17,0
1/2/2010,12:00,58.9,160.6,730,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,538,24,895,27,77,24,538,10,895,16,77,10,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.071,1,0.327,51,0.17,0
1/2/2010,13:00,56.4,176.6,782,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,587,24,917,27,81,24,587,10,917,16,81,10,-9900,99,-9900,99,-9900,99,0.4,3,0.06,1,0.071,1,0.329,51,0.17,0
1/2/2010,14:00,57.5,193,760,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,567,24,909,27,79,24,567,10,909,16,79,10,-9900,99,-9900,99,-9900,99,0.4,51,0.06,1,0.071,1,0.33,51,0.17,0
1/2/2010,15:00,61.9,208.1,666,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,482,24,872,27,71,24,482,10,872,16,71,10,-9900,99,-9900,99,-9900,99,0.4,51,0.06,1,0.071,1,0.331,51,0.17,0
1/2/2010,16:00,69,221.2,507,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,340,24,787,27,59,24,340,10,787,16,59,10,-9900,99,-9900,99,-9900,99,0.4,3,0.06,1,0.071,1,0.332,51,0.17,0
1/2/2010,17:00,78.1,232,292,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,165,24,597,27,41,24,165,10,597,16,41,10,-9900,99,-9900,99,-9900,99,0.4,51,0.06,1,0.071,1,0.333,51,0.17,0
1/2/2010,18:00,86.5,239.8,58,955,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,21,24,154,27,11,24,21,10,154,16,11,10,-9900,99,-9900,99,-9900,99,0.4,51,0.06,1,0.071,1,0.335,51,0.17,0
1/2/2010,19:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.06,1,0.071,1,0.336,51,0.17,0
1/2/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.06,1,0.071,1,0.337,51,0.17,0
1/2/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.06,1,0.071,1,0.338,51,0.17,0
1/2/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.06,1,0.071,1,0.339,51,0.17,0
1/2/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.071,1,0.341,51,0.17,0
1/2/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.071,1,0.342,51,0.17,0
1/3/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.06,1,0.071,1,0.343,51,0.17,0
1/3/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.071,1,0.344,51,0.17,0
1/3/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.071,1,0.345,51,0.17,0
1/3/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.06,1,0.071,1,0.347,51,0.17,0
1/3/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.071,1,0.348,51,0.17,0
1/3/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.071,1,0.349,51,0.17,0
1/3/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.06,1,0.071,1,0.35,51,0.17,0
1/3/2010,8:00,88.7,118.3,9,389,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,2,10,51,16,1,10,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.052,1,0.351,51,0.17,0
1/3/2010,9:00,82.2,123.9,192,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,86,24,307,27,44,24,96,10,498,16,28,10,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.052,1,0.353,51,0.17,0
1/3/2010,10:00,72.5,134,424,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,253,24,669,27,53,24,272,10,759,16,45,10,-9900,99,-9900,99,-9900,99,0.7,3,0.06,1,0.052,1,0.354,51,0.17,0
1/3/2010,11:00,64.5,146.1,608,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,430,24,867,27,58,24,430,10,867,16,58,10,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.052,1,0.355,51,0.17,0
1/3/2010,12:00,58.9,160.4,731,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,539,24,916,27,66,24,539,10,916,16,66,10,-9900,99,-9900,99,-9900,99,0.7,51,0.06,1,0.052,1,0.356,51,0.17,0
1/3/2010,13:00,56.4,176.5,784,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,587,24,933,27,69,24,587,10,933,16,69,10,-9900,99,-9900,99,-9900,99,0.7,3,0.06,1,0.052,1,0.358,51,0.17,0
1/3/2010,14:00,57.4,192.9,763,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,568,24,928,27,68,24,568,10,928,16,68,10,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.052,1,0.359,51,0.17,0
1/3/2010,15:00,61.8,208.1,669,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,485,24,895,27,62,24,485,10,895,16,62,10,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.052,1,0.36,51,0.17,0
1/3/2010,16:00,68.9,221.1,510,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,346,24,819,27,51,24,346,10,819,16,51,10,-9900,99,-9900,99,-9900,99,0.6,3,0.06,1,0.052,1,0.361,51,0.17,0
1/3/2010,17:00,77.9,232,296,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,171,24,645,27,36,24,171,10,645,16,36,10,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.052,1,0.362,51,0.17,0
1/3/2010,18:00,86.5,239.9,60,979,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,23,24,201,27,11,24,23,10,201,16,11,10,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.052,1,0.364,51,0.17,0
1/3/2010,19:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.06,1,0.052,1,0.365,51,0.17,0
1/3/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.06,1,0.052,1,0.366,51,0.17,0
1/3/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.052,1,0.367,51,0.17,0
1/3/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.06,1,0.052,1,0.368,51,0.17,0
1/3/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.052,1,0.37,51,0.17,0
1/3/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.06,1,0.052,1,0.371,51,0.17,0
1/4/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.059,1,0.052,1,0.372,2,0.17,0
1/4/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.052,1,0.372,51,0.17,0
1/4/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.052,1,0.373,51,0.17,0
1/4/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.059,1,0.052,1,0.373,51,0.17,0
1/4/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.052,1,0.373,51,0.17,0
1/4/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.052,1,0.373,51,0.17,0
1/4/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.052,1,0.374,51,0.17,0
1/4/2010,8:00,88.7,118.2,8,366,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,33,27,1,24,2,10,58,16,1,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.374,51,0.17,0
1/4/2010,9:00,82.2,123.8,191,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,97,24,526,27,26,24,97,10,526,16,26,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.374,51,0.17,0
1/4/2010,10:00,72.5,133.9,424,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,276,24,781,27,41,24,276,10,781,16,41,10,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.044,1,0.375,51,0.17,0
1/4/2010,11:00,64.5,145.9,609,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,164,24,0,27,164,24,435,10,886,16,54,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.375,51,0.17,0
1/4/2010,12:00,58.8,160.3,733,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,202,24,0,27,202,24,545,10,934,16,61,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.375,51,0.17,0
1/4/2010,13:00,56.3,176.3,786,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,251,24,66,27,214,24,593,10,951,16,65,10,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.044,1,0.376,51,0.17,0
1/4/2010,14:00,57.3,192.8,765,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,212,24,0,27,212,24,575,10,945,16,64,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.376,51,0.17,0
1/4/2010,15:00,61.6,208,672,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,183,24,0,27,183,24,491,10,912,16,58,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.376,51,0.17,0
1/4/2010,16:00,68.7,221.1,513,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,134,24,0,27,134,24,351,10,839,16,47,10,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.044,1,0.376,51,0.17,0
1/4/2010,17:00,77.8,232,300,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,71,24,0,27,71,24,176,10,672,16,33,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.377,51,0.17,0
1/4/2010,18:00,86.4,239.9,62,1002,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,11,24,0,27,11,24,25,10,230,16,11,10,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.377,51,0.17,0
1/4/2010,19:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.059,1,0.044,1,0.377,51,0.17,0
1/4/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.378,51,0.17,0
1/4/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.059,1,0.044,1,0.378,51,0.17,0
1/4/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.059,1,0.044,1,0.378,51,0.17,0
1/4/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.059,1,0.044,1,0.378,51,0.17,0
1/4/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.044,1,0.379,51,0.17,0
1/5/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.059,1,0.044,1,0.379,2,0.17,0
1/5/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.044,1,0.378,51,0.17,0
1/5/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.044,1,0.377,51,0.17,0
1/5/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.059,1,0.044,1,0.377,51,0.17,0
1/5/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.044,1,0.376,51,0.17,0
1/5/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.044,1,0.375,51,0.17,0
1/5/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.059,1,0.044,1,0.374,51,0.17,0
1/5/2010,8:00,88.7,118.1,8,366,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,58,27,1,24,2,10,58,16,1,10,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.045,1,0.373,51,0.17,0
1/5/2010,9:00,82.2,123.6,191,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,98,24,534,27,26,24,98,10,534,16,26,10,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.045,1,0.373,51,0.17,0
1/5/2010,10:00,72.5,133.7,425,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,280,24,793,27,42,24,280,10,793,16,42,10,-9900,99,-9900,99,-9900,99,0.4,3,0.059,1,0.045,1,0.372,51,0.17,0
1/5/2010,11:00,64.4,145.8,610,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,441,24,897,27,54,24,441,10,897,16,54,10,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.045,1,0.371,51,0.17,0
1/5/2010,12:00,58.7,160.1,734,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,552,24,944,27,62,24,552,10,944,16,62,10,-9900,99,-9900,99,-9900,99,0.4,51,0.059,1,0.045,1,0.37,51,0.17,0
